entity_name,name_variants,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,state_count,restaurant_phone,sample_address,apollo_company,apollo_email,apollo_linkedin,apollo_title,ny_match_count,ny_first_result_name,ny_entity_number,ny_status,ny_entity_type,ny_formation_date,ny_jurisdiction,ny_agent_name,ny_agent_type,ny_agent_is_individual,ny_agent_address,ny_principal_address,ny_mailing_address,ny_statement_due_date,ny_inactive_date,ny_agent_address_matches_principal,ny_likely_owner_name,ny_operator_pattern,ny_multi_entity_operator,ny_query_used,ny_query_attempts,ny_name_similarity,ny_score,ny_alternates,ny_fetched_at,ny_error,ny_county,ny_ceo_name,ny_ceo_address,ny_dos_process_name,ny_location_address
41725 Fulton Operating Corp,,1,Burger King,1,No,NY,NY,1,(718) 330-0854,417-21 Fulton St,,,,,1,41725 FULTON OPERATING CORP,4151818,Active,DOMESTIC BUSINESS CORPORATION,10/11/2011,New York,JAVAID SYED,,False,"4280 Hylan Blvd, Staten Island, NY, 10312","4280 Hylan Blvd, Staten Island, NY, 10312",,,,True,JAVAID SYED,owner_operator,True,41725 Fulton Operating Corp,41725 Fulton Operating Corp,1.000,200.00,,2026-05-06T18:37:24.459716+00:00,,Kings,JAVAID SYED,"JAVAID SYED, STATEN ISLAND, NY, 10312",JAVAID SYED,
2848 Burger Corp,,1,Burger King,1,No,NY,NY,1,(718) 483-9813,2848 Church Ave,,,,,1,2848 BURGER CORP.,6663136,Active,DOMESTIC BUSINESS CORPORATION,11/23/2022,New York,2848 BURGER CORP.,,False,"550 franklin avenue, FRANKLIN SQUARE, NY, 11010","550 franklin avenue, FRANKLIN SQUARE, NY, 11010",,,,True,,service_agent,True,2848 Burger Corp,2848 Burger Corp,1.000,200.00,,2026-05-06T18:37:24.459716+00:00,,Nassau,,,2848 BURGER CORP.,
Brooklyn Bedford Foods Inc.,,1,Burger King,1,No,NY,NY,1,(347) 272-1804,1727 Bedford Ave,,,,,1,BROOKLYN BEDFORD FOODS INC.,6236326,Active,DOMESTIC BUSINESS CORPORATION,08/05/2021,New York,SRINIVASA RAO TUMMALAPENTA,Individual,True,"490 ACKERSON AVE, WYCKOFF, NJ, 07481","490 ACKERSON AVE, WYCKOFF, NJ, 07481",,,,True,SRINIVASA RAO TUMMALAPENTA,owner_operator,True,Brooklyn Bedford Foods Inc.,Brooklyn Bedford Foods Inc.,1.000,200.00,,2026-05-06T18:37:24.459716+00:00,,Kings,,,SRINIVASA RAO TUMMALAPENTA,
Myrtle Lira Llc,,1,Burger King,1,No,NY,NY,1,(718) 443-1001,1412 Myrtle Ave,,,,,1,MYRTLE LIRA LLC,5634045,Active,DOMESTIC LIMITED LIABILITY COMPANY,10/07/2019,New York,MYRTLE LIRA LLC,,False,"1 CHANNEL DRIVE, PORT WASHINGTON, NY, 11050","1 CHANNEL DRIVE, PORT WASHINGTON, NY, 11050",,,,True,,service_agent,True,Myrtle Lira Llc,Myrtle Lira Llc,1.000,200.00,,2026-05-06T18:37:24.460714+00:00,,Nassau,,,MYRTLE LIRA LLC,
Fbf Lira Llc,,1,Burger King,1,No,NY,NY,1,(718) 265-1130,2164 86th St,,,,,1,FBF LIRA LLC,5636879,Active,DOMESTIC LIMITED LIABILITY COMPANY,10/11/2019,New York,FBF LIRA LLC,,False,"1 CHANNEL DRIVE, PORT WASHINGTON, NY, 11050","1 CHANNEL DRIVE, PORT WASHINGTON, NY, 11050",,,,True,,service_agent,True,Fbf Lira Llc,Fbf Lira Llc,1.000,200.00,,2026-05-06T18:37:24.460714+00:00,,Nassau,,,FBF LIRA LLC,
522 Fulton Operating Corp,,1,Burger King,1,No,NY,NY,1,(347) 689-3405,522 Fulton St,,,,,1,522 FULTON OPERATING CORP,4434030,Active,DOMESTIC BUSINESS CORPORATION,07/22/2013,New York,JAVAID SYED,,False,"4280 HYLAN BOULEVARD, STATEN ISLAND, NY, 10312","4280 HYLAN BOULEVARD, STATEN ISLAND, NY, 10312",,,,True,JAVAID SYED,owner_operator,True,522 Fulton Operating Corp,522 Fulton Operating Corp,1.000,200.00,,2026-05-06T18:37:24.460714+00:00,,Kings,JAVAID SYED,"JAVAID SYED, STATEN ISLAND, NY, 10312",JAVAID SYED,
1661 Linden Operating Llc,,1,Burger King,1,No,NY,NY,1,(347) 789-4200,1663 Linden Blvd,,,,,1,"1661 LINDEN OPERATING, LLC",4644924,Active,DOMESTIC LIMITED LIABILITY COMPANY,10/01/2014,New York,1661 LINDEN OPERATING CORP,,False,"4280 Hylan Blvd, Staten Island, NY, 10312","4280 Hylan Blvd, Staten Island, NY, 10312",,,,True,,service_agent,True,1661 Linden Operating Llc,1661 Linden Operating Llc,1.000,200.00,,2026-05-06T18:37:24.460714+00:00,,Kings,,,1661 LINDEN OPERATING CORP,
Brooklyn Fifth Avenue Foods Inc.,,1,Burger King,1,No,NY,NY,1,(718) 765-0844,52-12 5th Ave,,,,,1,BROOKLYN FIFTH AVENUE FOODS INC.,6236328,Active,DOMESTIC BUSINESS CORPORATION,08/05/2021,New York,SRINIVASA RAO TUMMALAPENTA,Individual,True,"490 ACKERSON AVE, WYCKOFF, NJ, 07481","490 ACKERSON AVE, WYCKOFF, NJ, 07481",,,,True,SRINIVASA RAO TUMMALAPENTA,owner_operator,True,Brooklyn Fifth Avenue Foods Inc.,Brooklyn Fifth Avenue Foods Inc.,1.000,200.00,,2026-05-06T18:37:24.461712+00:00,,Kings,,,SRINIVASA RAO TUMMALAPENTA,
1297 Fulton Operating Corp,,1,Burger King,1,No,NY,NY,1,(347) 533-9880,1297 Fulton St,,,,,1,1297 FULTON OPERATING CORP,4419219,Active,DOMESTIC BUSINESS CORPORATION,06/18/2013,New York,JAVAID SYED,,False,"4280 Hylan Blvd, Staten Island, NY, 10312","4280 Hylan Blvd, Staten Island, NY, 10312",,,,True,JAVAID SYED,owner_operator,True,1297 Fulton Operating Corp,1297 Fulton Operating Corp,1.000,200.00,,2026-05-06T18:37:24.461712+00:00,,Kings,JAVAID SYED,"JAVAID SYED, STATEN ISLAND, NY, 10312",JAVAID SYED,
3301 Fort Hamilton Operating Corp,,1,Burger King,1,No,NY,NY,1,(718) 438-9153,3301 Ft Hamilton Pkwy,,,,,1,3301 FORT HAMILTON OPERATING CORP,4152352,Active,DOMESTIC BUSINESS CORPORATION,10/12/2011,New York,JAVAID SYED,,False,"4280 HYLAN BOULEVARD, STATEN ISLAND, NY, 10312","4280 HYLAN BOULEVARD, STATEN ISLAND, NY, 10312",,,,True,JAVAID SYED,owner_operator,True,3301 Fort Hamilton Operating Corp,3301 Fort Hamilton Operating Corp,1.000,200.00,,2026-05-06T18:37:24.461712+00:00,,Kings,JAVAID SYED,"JAVAID SYED, STATEN ISLAND, NY, 10312",JAVAID SYED,
Brooklyn Hillel Foods Inc.,,1,Burger King,1,No,NY,NY,1,(718) 253-4002,13 Hillel Place,,,,,1,BROOKLYN HILLEL FOODS INC.,6734675,Active,DOMESTIC BUSINESS CORPORATION,02/16/2023,New York,SRINIVASA RAO TUMMALAPENTA,Individual,True,"490 ACKERSON AVE, WYCKOFF, NJ, 07481","490 ACKERSON AVE, WYCKOFF, NJ, 07481",,,,True,SRINIVASA RAO TUMMALAPENTA,owner_operator,True,Brooklyn Hillel Foods Inc.,Brooklyn Hillel Foods Inc.,1.000,200.00,,2026-05-06T18:37:24.461712+00:00,,Kings,,,SRINIVASA RAO TUMMALAPENTA,
Brooklyn 65 Foods Inc.,,1,Burger King,1,No,NY,NY,1,(718) 236-8074,64-13 14th Ave,,,,,1,BROOKLYN 65 FOODS INC.,6236569,Active,DOMESTIC BUSINESS CORPORATION,08/05/2021,New York,SRINIVASA RAO TUMMALAPENTA,Individual,True,"490 ACKERSON AVE, WYCKOFF, NJ, 07481","490 ACKERSON AVE, WYCKOFF, NJ, 07481",,,,True,SRINIVASA RAO TUMMALAPENTA,owner_operator,True,Brooklyn 65 Foods Inc.,Brooklyn 65 Foods Inc.,1.000,200.00,,2026-05-06T18:37:24.461712+00:00,,Kings,,,SRINIVASA RAO TUMMALAPENTA,
Brooklyn Remsen Foods Inc.,,1,Burger King,1,No,NY,NY,1,(718) 498-5574,9006 Church Ave,,,,,1,BROOKLYN REMSEN FOODS INC.,6432605,Active,DOMESTIC BUSINESS CORPORATION,03/17/2022,New York,SRINIVASA RAO TUMMALAPENTA,Individual,True,"490 ACKERSON AVE, WYCKOFF, NJ, 07481","490 ACKERSON AVE, WYCKOFF, NJ, 07481",,,,True,SRINIVASA RAO TUMMALAPENTA,owner_operator,True,Brooklyn Remsen Foods Inc.,Brooklyn Remsen Foods Inc. | brooklyn remsen,1.000,200.00,"[{""name"": ""BROOKLYN REMSEN LLC"", ""num"": ""2174172"", ""score"": 166.67}]",2026-05-06T18:37:24.462705+00:00,,Kings,,,SRINIVASA RAO TUMMALAPENTA,
736 Burger Corp,,1,Burger King,1,No,NY,NY,1,(718) 782-0222,736 Broadway,,,,,1,736 BURGER CORP.,5241214,Active,DOMESTIC BUSINESS CORPORATION,11/28/2017,New York,736 BURGER CORP.,,False,"218-14 JAMAICA AVNEUE, 2ND FLOOR, QUEENS VILLAGE, NY, 11428","218-14 JAMAICA AVNEUE, 2ND FLOOR, QUEENS VILLAGE, NY, 11428",,,,True,,service_agent,False,736 Burger Corp,736 Burger Corp,1.000,200.00,,2026-05-06T18:37:24.462705+00:00,,Queens,,,736 BURGER CORP.,
"Chester Rest Ny, Llc",,1,Burger King,1,No,NY,NY,1,(845) 610-5344,3 Bryle Pl,,,,,1,"CHESTER REST NY, LLC",4798278,Active,DOMESTIC LIMITED LIABILITY COMPANY,07/31/2015,New York,"CHESTER REST NY, LLC",,False,"3840 PARK AVE., SUITE B-104, EDISON, NJ, 08820","3840 PARK AVE., SUITE B-104, EDISON, NJ, 08820",,,,True,,service_agent,True,"Chester Rest Ny, Llc","Chester Rest Ny, Llc",1.000,200.00,,2026-05-06T18:37:24.463296+00:00,,Orange,,,"CHESTER REST NY, LLC",
Jsc Transit Road Llc,,1,Burger King,1,No,NY,NY,1,(716) 815-5850,5391 Transit Road,,,,,1,JSC TRANSIT ROAD LLC,5752375,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/18/2020,New York,JSC TRANSIT ROAD LLC,,False,"PO BOX 217, LYNDONVILLE, NY, 14098","PO BOX 217, LYNDONVILLE, NY, 14098",,,,True,,service_agent,True,Jsc Transit Road Llc,Jsc Transit Road Llc,1.000,200.00,,2026-05-06T18:37:24.463296+00:00,,Ontario,,,JSC TRANSIT ROAD LLC,
Jsc Fairport Llc,,1,Burger King,1,No,NY,NY,1,(585) 310-8974,875 Fairport Rd,,,,,1,JSC FAIRPORT LLC,6285138,Active,FOREIGN LIMITED LIABILITY COMPANY,09/21/2021,Delaware,JSC MANAGEMENT GROUP LLC,,False,"PO BOX 217, LYNDONVILLE, NY, 14098","PO BOX 217, LYNDONVILLE, NY, 14098",,,,True,,out_of_state_holdco,True,Jsc Fairport Llc,Jsc Fairport Llc,1.000,170.00,,2026-05-06T18:37:24.463296+00:00,,Ontario,,,JSC MANAGEMENT GROUP LLC,
Jsc Farmington Svm Operations Llc,,1,Burger King,1,No,NY,NY,1,(585) 505-8820,1298 State Route 332,,,,,1,"JSC FARMINGTON SVM OPERATIONS, LLC",4754419,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/06/2015,New York,"JSC FARMINGTON SVM OPERATIONS, LLC",,False,"PO BOX 217, LYNDONVILLE, NY, 14098","PO BOX 217, LYNDONVILLE, NY, 14098",,,,True,,service_agent,True,Jsc Farmington Svm Operations Llc,Jsc Farmington Svm Operations Llc,1.000,200.00,,2026-05-06T18:37:24.463296+00:00,,Ontario,,,"JSC FARMINGTON SVM OPERATIONS, LLC",
"144Th St. Burgers Co., Inc.",,1,Burger King,1,No,NY,NY,1,(718) 463-3917,146-04 Northern Blvd,,,,,1,"144TH ST. BURGERS CO., INC.",453208,Active,DOMESTIC BUSINESS CORPORATION,10/28/1977,New York,C/O CREATIVE FOODS CORP.,,False,"200 GARDEN CITY PLAZA, SUITE 105, GARDEN CITY, NY, 11530","200 GARDEN CITY PLAZA, SUITE 105, GARDEN CITY, NY, 11530",,,,True,JAY DELLA MONICA,owner_operator,True,"144Th St. Burgers Co., Inc.","144Th St. Burgers Co., Inc.",1.000,200.00,,2026-05-06T18:37:24.463296+00:00,,Queens,JAY DELLA MONICA,"JAY DELLA MONICA, 200 GARDEN CITY PLAZA STE 105, GARDEN CITY, NY, 11530",C/O CREATIVE FOODS CORP.,"200 GARDEN CITY PLAZA, SUITE 105, GARDEN CITY, NY, 11530"
Freeport Burger Co. Inc,,1,Burger King,1,No,NY,NY,1,(516) 705-8994,21 East Merrick Rd,,,,,1,FREEPORT BURGER CO. INC.,5022024,Active,DOMESTIC BUSINESS CORPORATION,10/12/2016,New York,FREEPORT BURGER CO. INC.,,False,"200 GARDEN CITY PLAZA, SUITE 105, GARDEN CITY, NY, 11530","200 GARDEN CITY PLAZA, SUITE 1, GARDEN CITY, NY, 11530","200 GARDEN CITY PLAZA, SUITE 105, GARDEN CITY, NY, 11530",,,True,JAY DELLA MONICA,owner_operator,True,Freeport Burger Co. Inc,Freeport Burger Co. Inc,1.000,200.00,,2026-05-06T18:37:24.464394+00:00,,Nassau,JAY DELLA MONICA,"JAY DELLA MONICA, SUITE 105, GARDEN CITY, NY, 11530",FREEPORT BURGER CO. INC.,"200 GARDEN CITY PLAZA, SUITE 1, GARDEN CITY, NY, 11530"
Jsc Gates Llc.,,1,Burger King,1,No,NY,NY,1,(585) 504-4566,4 Spencerport Road,,,,,1,JSC GATES LLC,5877532,Active,FOREIGN LIMITED LIABILITY COMPANY,11/13/2020,Delaware,JSC MANAGEMENT GROUP LLC,,False,"PO Box 217, Lyndonville, NY, 14098","PO Box 217, Lyndonville, NY, 14098",,,,True,,out_of_state_holdco,True,Jsc Gates Llc.,Jsc Gates Llc.,1.000,170.00,,2026-05-06T18:37:24.464394+00:00,,Albany,,,JSC MANAGEMENT GROUP LLC,
"Goshen Rest. 3282, Llc",,1,Burger King,1,No,NY,NY,1,(845) 294-3157,33 Matthew St,,,,,1,GOSHEN REST. 3282 LLC,3531304,Active,DOMESTIC LIMITED LIABILITY COMPANY,06/14/2007,New York,GOSHEN REST. 3282 LLC,,False,"3840 PARK AVENUE, UNIT B 104, EDISON, NJ, 08820","3840 PARK AVENUE, UNIT B 104, EDISON, NJ, 08820",,,,True,,service_agent,True,"Goshen Rest. 3282, Llc","Goshen Rest. 3282, Llc",1.000,200.00,,2026-05-06T18:37:24.464394+00:00,,Sullivan,,,GOSHEN REST. 3282 LLC,
"Jsc Hamburg Operating Company, Llc",,1,Burger King,1,No,NY,NY,1,(585) 505-8799,5597 Camp Road,,,,,1,"JSC HAMBURG OPERATING COMPANY, LLC",4358456,Active,DOMESTIC LIMITED LIABILITY COMPANY,02/11/2013,New York,"JSC HAMBURG OPERATING COMPANY, LLC",,False,"PO BOX 217, LYNDONVILLE, NY, 14098","PO BOX 217, LYNDONVILLE, NY, 14098",,,,True,,service_agent,True,"Jsc Hamburg Operating Company, Llc","Jsc Hamburg Operating Company, Llc",1.000,200.00,,2026-05-06T18:37:24.464394+00:00,,Erie,,,"JSC HAMBURG OPERATING COMPANY, LLC",
"Highland Rest 3551, Llc",,1,Burger King,1,No,NY,NY,1,(845) 691-7269,56 Milton Ave,,,,,1,"HIGHLAND REST 3551, LLC",3967073,Active,DOMESTIC LIMITED LIABILITY COMPANY,06/28/2010,New York,"HIGHLAND REST 3551, LLC",,False,"3840 PARK AVENUE, UNIT B 104, EDISON, NJ, 08820","3840 PARK AVENUE, UNIT B 104, EDISON, NJ, 08820",,,,True,,service_agent,True,"Highland Rest 3551, Llc","Highland Rest 3551, Llc",1.000,200.00,,2026-05-06T18:37:24.465409+00:00,,Ulster,,,"HIGHLAND REST 3551, LLC",
"Phoenix Of Dix Hills, Llc",,1,Burger King,1,No,NY,NY,1,(631) 462-1640,1760 East Jericho Turnpike,,,,,1,"PHOENIX OF DIX HILLS, LLC",2111772,Active,DOMESTIC LIMITED LIABILITY COMPANY,02/11/1997,New York,"PHOENIX OF DIX HILLS, LLC",,False,"941 CLINT MOORE, SUITE A, BOCA RATON, FL, 33487","941 CLINT MOORE, SUITE A, BOCA RATON, FL, 33487",,,,True,,service_agent,False,"Phoenix Of Dix Hills, Llc","Phoenix Of Dix Hills, Llc",1.000,200.00,,2026-05-06T18:37:24.465409+00:00,,Suffolk,,,"PHOENIX OF DIX HILLS, LLC",
"Compass Group Usa, Inc.",,1,Burger King,1,No,NY,NY,1,(718) 990-1536,8000 Utopia Parkway,,,,,1,"COMPASS GROUP USA, INC.",1879295,Active,FOREIGN BUSINESS CORPORATION,12/28/1994,,CORPORATION SERVICE COMPANY,,False,"80 STATE STREET, ALBANY, NEW YORK, 122072543","80 State Street, Albany, NC, 12207",,,,False,ADRIAN MEREDITH,out_of_state_holdco,False,"Compass Group Usa, Inc.","Compass Group Usa, Inc.",1.000,200.00,,2026-05-06T18:37:24.465409+00:00,,Erie,ADRIAN MEREDITH,"ADRIAN MEREDITH, CHARLOTTE, NC, 28217",CORPORATION SERVICE COMPANY,
"Hillside Foods, Inc.",,1,Burger King,1,No,NY,NY,1,(718) 441-0925,131-10 Hillside Ave,,,,,1,"HILLSIDE FOODS, INC.",3751335,Active,DOMESTIC BUSINESS CORPORATION,12/10/2008,New York,"HILLSIDE FOODS, INC.",,False,"131-10 HILLSIDE AVENUE, RICHMOND HILL, NY, 11418","131-10 HILLSIDE AVENUE, RICHMOND HILL, NY, 11418",,,,True,LEOPOLDO GARDEN,owner_operator,False,"Hillside Foods, Inc.","Hillside Foods, Inc.",1.000,200.00,,2026-05-06T18:37:24.465409+00:00,,Queens,LEOPOLDO GARDEN,"LEOPOLDO GARDEN, RICHMOND HILL, NY, 11418","HILLSIDE FOODS, INC.",
547 Food Corp,,1,Burger King,1,No,NY,NY,1,(929) 405-0855,194-14 Linden Blvd,,,,,1,547 FOOD CORP.,4720766,Active,DOMESTIC BUSINESS CORPORATION,03/05/2015,New York,PARGET SINGH,,False,"252-25 Union TPKE, Bellerose, NY, 11426","252-25 Union TPKE, Bellerose, NY, 11426",,,,True,PARGET SINGH,owner_operator,True,547 Food Corp,547 Food Corp,1.000,200.00,,2026-05-06T18:37:24.465409+00:00,,New York,PARGET SINGH,"PARGET SINGH, NEW HYDE PARK, NY, 11040",PARGET SINGH,
"Rockaway Blvd. Burgers Co., Inc.",,1,Burger King,1,No,NY,NY,1,(718) 527-5044,15405 Rockaway Blvd,,,,,1,"ROCKAWAY BLVD. BURGERS CO., INC.",609593,Active,DOMESTIC BUSINESS CORPORATION,02/19/1980,New York,C/O CREATIVE FOODS CORP.,,False,"200 GARDEN CITY PLAZA, #105, GARDEN CITY, NY, 11530","200 GARDEN CITY PLAZA, #105, GARDEN CITY, NY, 11530",,,,True,JAY DELLA MONICA,owner_operator,True,"Rockaway Blvd. Burgers Co., Inc.","Rockaway Blvd. Burgers Co., Inc. | rockaway blvd",1.000,200.00,"[{""name"": ""ROCKAWAY BLVD. LLC"", ""num"": ""2856601"", ""score"": 166.67}]",2026-05-06T18:37:24.466408+00:00,,Queens,JAY DELLA MONICA,"JAY DELLA MONICA, #105, GARDEN CITY, NY, 11530",C/O CREATIVE FOODS CORP.,
Merrick Food Corp.,,1,Burger King,1,No,NY,NY,1,(718) 470-2102,21603 Merrick Blvd,,,,,1,MERRICK FOOD CORP.,5639910,Active,DOMESTIC BUSINESS CORPORATION,10/17/2019,New York,MERRICK FOOD CORP.,,False,"216-03 MERRICK BLVD., JAMAICA, NY, 11413","216-03 MERRICK BLVD., JAMAICA, NY, 11413",,,,True,,service_agent,False,Merrick Food Corp.,Merrick Food Corp.,1.000,200.00,,2026-05-06T18:37:24.466408+00:00,,Queens,,,MERRICK FOOD CORP.,
Scarsdale Burgers Co. Inc.,,1,Burger King,1,No,NY,NY,1,(516) 239-0046,665 Rockaway Turnpike,,,,,1,"SCARSDALE BURGERS CO., INC.",1003316,Active,DOMESTIC BUSINESS CORPORATION,12/10/1985,New York,C/O CREATIVE FOODS CORP.,,False,"200 GARDEN CITY PLAZA, SUITE 105, GARDEN CITY, NY, 11530","CREATIVE FOODS CORP, 200 GARDEN CITY PLAZA STE 105, GARDEN CITY, NY, 11530","200 GARDEN CITY PLAZA, SUITE 105, GARDEN CITY, NY, 11530",,,True,JAY DELLA MONICA,owner_operator,True,Scarsdale Burgers Co. Inc.,Scarsdale Burgers Co. Inc.,1.000,200.00,,2026-05-06T18:37:24.466408+00:00,,Nassau,JAY DELLA MONICA,"JAY DELLA MONICA, 200 GARDEN CITY PLAZA STE 105, GARDEN CITY, NY, 11530",C/O CREATIVE FOODS CORP.,"CREATIVE FOODS CORP, 200 GARDEN CITY PLAZA STE 105, GARDEN CITY, NY, 11530"
"Jgc Le Roy Operating Company, Llc",,1,Burger King,1,No,NY,NY,1,(585) 505-8782,134 West Main Street,,,,,1,"JGC LE ROY OPERATING COMPANY, LLC",3816178,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/29/2009,New York,"JGC LE ROY OPERATING COMPANY, LLC",,False,"PO BOX 217, LYNDONVILLE, NY, 14098","PO BOX 217, LYNDONVILLE, NY, 14098",,,,True,,service_agent,True,"Jgc Le Roy Operating Company, Llc","Jgc Le Roy Operating Company, Llc",1.000,200.00,,2026-05-06T18:37:24.466408+00:00,,Genesee,,,"JGC LE ROY OPERATING COMPANY, LLC",
"Liberty Rest. 13136, Llc",,1,Burger King,1,No,NY,NY,1,(845) 292-6004,47 Sullivan Ave,,,,,1,LIBERTY REST. 13136 LLC,3531327,Active,DOMESTIC LIMITED LIABILITY COMPANY,06/14/2007,New York,LIBERTY REST. 13136 LLC,,False,"3840 PARK AVENUE, UNIT B 104, EDISON, NJ, 08820","3840 PARK AVENUE, UNIT B 104, EDISON, NJ, 08820",,,,True,,service_agent,True,"Liberty Rest. 13136, Llc","Liberty Rest. 13136, Llc | liberty rest",1.000,200.00,"[{""name"": ""LIBERTY REST. LLC"", ""num"": ""2774093"", ""score"": 166.67}]",2026-05-06T18:37:24.467386+00:00,,Sullivan,,,LIBERTY REST. 13136 LLC,
"Maspeth Burger Co., Inc.",,1,Burger King,1,No,NY,NY,1,(718) 424-0687,74-25 Grand Ave,,,,,1,"MASPETH BURGER CO., INC.",5365029,Active,DOMESTIC BUSINESS CORPORATION,06/25/2018,New York,C/O CREATIVE FOODSCORP.,Individual,True,"200 GARDEN CITY PLAZA, GARDEN CITY, NY, 11530","200 GARDEN CITY PLAZA, GARDEN CITY, NY, 11530",,,,True,C/O CREATIVE FOODSCORP.,owner_operator,True,"Maspeth Burger Co., Inc.","Maspeth Burger Co., Inc.",1.000,200.00,,2026-05-06T18:37:24.467386+00:00,,Nassau,,,C/O CREATIVE FOODSCORP.,
"Middletown Rest 107, Llc",,1,Burger King,1,No,NY,NY,1,(845) 467-4103,107 Dolsen Ave,,,,,1,"MIDDLETOWN REST 107, LLC",5325632,Active,DOMESTIC LIMITED LIABILITY COMPANY,04/19/2018,New York,"MIDDLETOWN REST 107, LLC",,False,"3840 PARK AVENUE UNIT B104, edison, NJ, 08820","3840 PARK AVENUE UNIT B104, edison, NJ, 08820",,,,True,,service_agent,False,"Middletown Rest 107, Llc","Middletown Rest 107, Llc",1.000,200.00,,2026-05-06T18:37:24.467386+00:00,,Orange,,,"MIDDLETOWN REST 107, LLC",
Monroe Rest. 2876. Llc,,1,Burger King,1,No,NY,NY,1,(845) 774-2569,831 Route 17m,,,,,1,MONROE REST. 2876 LLC,3531340,Active,DOMESTIC LIMITED LIABILITY COMPANY,06/14/2007,New York,MONROE REST. 2876 LLC,,False,"3840 PARK AVENUE, UNIT B 104, EDISON, NJ, 08820","3840 PARK AVENUE, UNIT B 104, EDISON, NJ, 08820",,,,True,,service_agent,True,Monroe Rest. 2876. Llc,Monroe Rest. 2876. Llc,1.000,200.00,,2026-05-06T18:37:24.467386+00:00,,Sullivan,,,MONROE REST. 2876 LLC,
Cardarelli/Cardarelli,,1,Burger King,1,No,NY,NY,1,(914) 666-8600,230 N Bedford Rd,,,,,0,,,,,,,,,,,,,,,,,,,Cardarelli/Cardarelli,Cardarelli/Cardarelli,,,,2026-05-06T18:37:24.468398+00:00,,,,,,
Columbus Ave Fast Food Llc,,1,Burger King,1,No,NY,NY,1,(914) 530-5262,515 South Columbus Ave,,,,,1,"COLUMBUS AVE FAST FOOD, LLC",4886003,Active,DOMESTIC LIMITED LIABILITY COMPANY,01/26/2016,New York,TARANJIT S RANDHAWA,Individual,True,NEW YORK,"25 MILL PLAIN RD, BURGER KING, DANBURY, CT, 06811",,,,False,,individual_agent_offsite,True,Columbus Ave Fast Food Llc,Columbus Ave Fast Food Llc | columbus ave,1.000,200.00,"[{""name"": ""COLUMBUS AVE. LLC"", ""num"": ""2367307"", ""score"": 150.0}]",2026-05-06T18:37:24.468398+00:00,,Westchester,,,TARANJIT S RANDHAWA,
"New City Rest 2125, Llc",,1,Burger King,1,No,NY,NY,1,(845) 499-2833,164 South Main Street,,,,,1,"NEW CITY REST 2125, LLC",5140464,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/19/2017,New York,"NEW CITY REST 2125, LLC",,False,"3840 PARK AVE, SUITE B-104, EDISON, NJ, 08820","3840 PARK AVE, SUITE B-104, EDISON, NJ, 08820",,,,True,,service_agent,True,"New City Rest 2125, Llc","New City Rest 2125, Llc | new city",1.000,200.00,"[{""name"": ""NEW CITY L.P."", ""num"": ""2949066"", ""score"": 150.0}]",2026-05-06T18:37:24.468398+00:00,,Rockland,,,"NEW CITY REST 2125, LLC",
"Np Rest 5994, Llc",,1,Burger King,1,No,NY,NY,1,(845) 256-1922,238 Main St,,,,,1,"NP REST 5994, LLC",4049263,Active,DOMESTIC LIMITED LIABILITY COMPANY,01/31/2011,New York,"NP REST 5994, LLC",,False,"3840 PARK AVENUE, UNIT B 104, EDISON, NJ, 08820","3840 PARK AVENUE, UNIT B 104, EDISON, NJ, 08820",,,,True,,service_agent,True,"Np Rest 5994, Llc","Np Rest 5994, Llc",1.000,200.00,,2026-05-06T18:37:24.468398+00:00,,Ulster,,,"NP REST 5994, LLC",
New Roc City Fast Food Llc,,1,Burger King,1,No,NY,NY,1,(914) 365-1414,33 Lecount Place,,,,,1,"NEW ROC CITY FAST FOOD, LLC",4827043,Active,DOMESTIC LIMITED LIABILITY COMPANY,09/29/2015,New York,GURMINDER RANDHAWA,Individual,True,"124 W KING ST, DANBURY, NEW YORK, 06811","25 MILL PLAIN RD, BURGER KING, DANBURY, CT, 06811",,,,False,,individual_agent_offsite,True,New Roc City Fast Food Llc,New Roc City Fast Food Llc,1.000,200.00,,2026-05-06T18:37:24.468398+00:00,,Westchester,,,TARANJIT S. RANDHAWA,
16 Burger Llc,,1,Burger King,1,No,NY,NY,1,(212) 483-1051,16 Beaver St,,,,,1,16 BURGER CORP.,6323195,Active,DOMESTIC BUSINESS CORPORATION,11/09/2021,New York,16 BURGER CORP.,,False,"550 FRANKLIN AVENUE, FRANKLIN SQUARE, NY, 11010","550 FRANKLIN AVENUE, FRANKLIN SQUARE, NY, 11010",,,,True,,service_agent,True,16 Burger Llc,16 Burger Llc,1.000,200.00,,2026-05-06T18:37:24.469407+00:00,,Nassau,,,16 BURGER CORP.,
