franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address,entity_type,classification_method,search_target
"Mitra Midwest Operations, Llc",,Mitra,38,KFC,1,No,WI,IL | IN | KS | MO | OK | PA | WI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Mitra Midwest Operations, Llc KFC franchisee WI",,,,,214/440-4144,3300 Broadway Street,company,regex,"Mitra Midwest Operations, Llc"
Adt Tennessee Llc(1),Adt Tennessee Llc / Adt Tennessee Llc(1),1,38,Pizza Hut,1,No,TN,AL | GA | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",1 Pizza Hut franchisee TN,,,,,256/259-6600,3310 S. Broad Street,company,regex,Adt Tennessee Llc
"Summit Pizza, Inc.",,Summit,38,Pizza Hut,1,No,MO,IA | IL | MO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Summit Pizza, Inc. Pizza Hut franchisee MO",,,,,319/372-3636,1123 24th St,company,regex,"Summit Pizza, Inc."
"J. Larry Fugate, Individually","J. Larry Fugate / J. Larry Fugate, Individually",J.,38,Pizza Hut,1,No,KY,KS | KY | OK | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","J. Larry Fugate, Individually Pizza Hut franchisee KY",,,,,620/879-5660,403 N Mcgee St,person,ai,J. Larry Fugate
"Phoenix Of West Palm Beach, Llc","Phoenix Of 152Nd St, Llc / Phoenix Of 45Th St Llc / Phoenix Of 8Th St, Llc / Phoenix Of Belvedere Llc / Phoenix Of Boynton Beach Llc / Phoenix Of Coconut Creek, Llc / Phoenix Of Collier Llc / Phoenix Of Congress Ave Llc / Phoenix Of Cutler Bay Llc / Phoenix Of Delray, Llc / Phoenix Of Doral Llc / Phoenix Of Flagler, Llc / Phoenix Of Forest Hill Llc / Phoenix Of Glades Rd. Llc / Phoenix Of Greenacres Llc / Phoenix Of Homestead, Llc / Phoenix Of Jog Rd Llc / Phoenix Of Lake Worth Llc / Phoenix Of Lantana, Llc / Phoenix Of Margate, Llc / Phoenix Of Miami Lakes, Llc / Phoenix Of Mizner Park Llc / Phoenix Of N Dixie Hwy Llc / Phoenix Of N. Lauderdale, Llc / Phoenix Of Naples Llc / Phoenix Of Naranja Llc / Phoenix Of Oakland Park, Llc / Phoenix Of Okeechobee Llc / Phoenix Of Pembroke Pines, Llc / Phoenix Of Port St Lucie Llc / Phoenix Of Quail Roost Llc / Phoenix Of Riviera Beach, Llc / Phoenix Of South Congress Llc / Phoenix Of State Rd 7 Llc / Phoenix Of West Okeechobee Llc / Phoenix Of West Palm Beach, Llc / Phoenix Of Woolbright Llc",Phoenix,37,Burger King,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Phoenix Of West Palm Beach, Llc Burger King franchisee FL",,,,,(561) 487-7709,21669 State Rd 7,company,regex,"Phoenix Of West Palm Beach, Llc"
"Bravokilo, Inc.",,"Bravokilo,",37,Burger King,1,No,IN,IN | MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Bravokilo, Inc. Burger King franchisee IN",,,,,(574) 534-2272,1911 Lincoln Way East,company,regex,"Bravokilo, Inc."
Dc Burger Inc.,,Dc,37,Burger King,1,No,VA,NC | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Dc Burger Inc. Burger King franchisee VA,,,,,(252) 365-4095,1480 Weldon Rd,company,regex,Dc Burger Inc.
"Dolkowski, Aaron",,"Dolkowski,",37,Domino's,1,No,MI,MI | OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Dolkowski, Aaron Domino's franchisee MI",,,,,(877) 883-9643,34781 Grand River Ave,person,ai,Aaron Dolkowski
"Wisconsin 5G, Llc (Jeff Howes)","Meisterguys, Llc (Jeff Howes) / Wisconsin 5G, Llc (Jeff Howes) / Wyoming 5G, Llc (Jeff Howes)",Jeff,37,Five Guys,1,No,UT,ID | MN | UT | WI | WY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Jeff Howes Five Guys franchisee UT,,,,,208-522-4448,2541 S. 25th St.,company_with_owner,regex,Jeff Howes
"Chenega Ih, Llc",,Chenega,37,IHOP,1,No,MI,DE | MD | MI | NC | NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Chenega Ih, Llc IHOP franchisee MI",,,,,517-412-7374,7800 W. Grand River Hwy,company,regex,"Chenega Ih, Llc"
George R Michell,,George,37,McDonald's,1,No,NY,CT | MA | NJ | NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",George R Michell McDonald's franchisee NY,,,,,860-256-4091,273 COTTAGE GROVE RD,person,regex,George R Michell
Maruti Ph Group Llc,,Maruti,37,Pizza Hut,1,No,OH,IN | KY | NY | OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Maruti Ph Group Llc Pizza Hut franchisee OH,,,,,765/825-4149,524 W 30th St,company,regex,Maruti Ph Group Llc
Tasty Hut Northeast Llc,,Tasty,37,Pizza Hut,1,No,NY,MA | NH | NY | RI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Tasty Hut Northeast Llc Pizza Hut franchisee NY,,,,,508/567-5673,155 Hope Street,company,regex,Tasty Hut Northeast Llc
"Unal, Kemal Suha",,"Unal,",36,Domino's,1,No,MD,MD,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Unal, Kemal Suha Domino's franchisee MD",,,,,(410) 242-3030,5400 East Dr,person,ai,Kemal Suha Unal
Hut East Coast Llc,,Hut,36,Pizza Hut,1,No,VA,DE | MD | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut East Coast Llc Pizza Hut franchisee VA,,,,,302/838-5935,1837 Pulaski Hwy 40,company,regex,Hut East Coast Llc
"Michigan Pizza Hut, Inc.",,Michigan,36,Pizza Hut,1,No,MI,MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Michigan Pizza Hut, Inc. Pizza Hut franchisee MI",,,,,269/673-5555,107 Locust St,company,regex,"Michigan Pizza Hut, Inc."
"Quality Restaurant Concepts, L.L.C.",,Quality,35,Applebee's,1,No,MS,GA | KY | MS | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Quality Restaurant Concepts, L.L.C. Applebee's franchisee MS",,,,,(706) 278-5776,1322 West Walnut Avenue,company,regex,"Quality Restaurant Concepts, L.L.C."
Apple Ohio Llc,,Apple,35,Applebee's,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Apple Ohio Llc Applebee's franchisee OH,,,,,(216) 663-4830,9225 Vista Way,company,regex,Apple Ohio Llc
"Apple Texas Restaurants, Inc",,Apple,35,Applebee's,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Apple Texas Restaurants, Inc Applebee's franchisee TX",,,,,(214) 339-8115,3426 W. Illinois Ave.,company,regex,"Apple Texas Restaurants, Inc"
"Bravoflorida,Llc",,"Bravoflorida,Llc",35,Burger King,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Bravoflorida,Llc Burger King franchisee FL",,,,,(386) 588-3268,16130 Nw Highway 441,company,regex,"Bravoflorida,Llc"
"Brg Mo, Llc",,Brg,35,Burger King,1,No,MO,IA | MO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Brg Mo, Llc Burger King franchisee MO",,,,,(319) 376-0010,4805 Ave O,company,regex,"Brg Mo, Llc"
Tk Midwest South Ii Llc,Tk Midwest South Ii Llc / Tk Midwest South Llc,Tk,35,Burger King,1,No,MO,KS | MO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Tk Midwest South Ii Llc Burger King franchisee MO,,,,,(913) 228-1851,6880 Johnson Dr,company,regex,Tk Midwest South Ii Llc
Berg/Berg/Newell,,Berg/Berg/Newell,35,Burger King,1,No,KY,KY | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Berg/Berg/Newell Burger King franchisee KY,,,,,(502) 398-4387,98 W John Rowan Blvd,person,ai,Berg Berg Newell
Singh,,Singh,35,Burger King,1,No,NY,NJ | NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Singh Burger King franchisee NY,,,,,(908) 282-0222,828 Us-1,person,ai,Singh
Rockaway Beach Chicken Corp.,"116 Chicken Corp. / 138 Chicken Corp / 155 Chicken Corp. / 161 Chicken Corp / 170 Chicken Corp. / 1770 Chicken Corp. / 1994 Chicken Corp. / 2090 Chicken Corp / 213 Burger Corp / 213 Chicken Corp. / 2158 Nostrand Chicken Corp. / 23 Chicken Corp / 25 Flatbush Chicken Corp / 2809 Chicken Corp / 290 Utica Chicken Corp. / 309 Chicken Corp. / 3318 Chicken Corp. / 3670 Chicken Corp. / 40 Empire Chicken Corp / 400 East Chicken Corp. / 53 Chicken Corp / 557 Chicken Corp. / 5740 Chicken, Corp / 679 Rockaway Chicken Corp. / 722 Chicken Corp. / 80 Chicken Corp. / 845 Chicken Corp. / 87 Chicken, Corp. / 8808 Chicken Corp / 970 Chicken Corp. / 982 Chicken Corp / Ga Chicken Corp. / Rockaway Beach Chicken Corp. / Shirley Chicken Corp / Steinway Chicken Corp",Rockaway,35,Burger King | Popeyes,2,Yes,NY,NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Rockaway Beach Chicken Corp. Burger King franchisee NY,,,,,(347) 344-6815,213-215 East Fordham Rd,company,regex,Rockaway Beach Chicken Corp.
"Arntson, Eric",,"Arntson,",35,Domino's,1,No,MI,MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Arntson, Eric Domino's franchisee MI",,,,,(616) 824-2005,"1720 West Washington Street, Suite 3",person,ai,Eric Arntson
"Edler, Brian L.",,"Edler,",35,Domino's,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Edler, Brian L. Domino's franchisee OH",,,,,(740) 694-7827,126 N. Main Street,person,ai,Brian L. Edler
John C Valluzzo,,John,35,McDonald's,1,No,LA,LA | MS,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",John C Valluzzo McDonald's franchisee LA,,,,,225-209-0990,28470 LA HIGHWAY 43,person,regex,John C Valluzzo
Hut Ozark Llc,,Hut,35,Pizza Hut,1,No,OK,AR | KS | OK,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut Ozark Llc Pizza Hut franchisee OK,,,,,479/632-3010,"415 W. Cherry St., Suite 105",company,regex,Hut Ozark Llc
Heart Of Texas Pizza Lp,,Heart,35,Pizza Hut,1,No,TX,KS | TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Heart Of Texas Pizza Lp Pizza Hut franchisee TX,,,,,512/833-7444,7700 East Polo Drive,company,regex,Heart Of Texas Pizza Lp
"Jjb Pizza, Llc",,Jjb,35,Pizza Hut,1,No,MS,LA | MS,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Jjb Pizza, Llc Pizza Hut franchisee MS",,,,,985/867-3354,"70326 Highway 59 Bldg 1, Suite 3",company,regex,"Jjb Pizza, Llc"
"Mosaic Gold Crown Group, Llc",,Mosaic,34,Burger King,1,No,GA,GA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Mosaic Gold Crown Group, Llc Burger King franchisee GA",,,,,(404) 761-7215,2701 Stewart Ave S W,company,regex,"Mosaic Gold Crown Group, Llc"
Dmfh Restaurant Enterprises Llc,,Dmfh,34,Cinnabon,1,No,TEXAS,ARKANSAS | KANSAS | MISSOURI | TEXAS,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Dmfh Restaurant Enterprises Llc Cinnabon franchisee TEXAS,,,,,479-319-2998,1626 E. Centerton Blvd.,company,regex,Dmfh Restaurant Enterprises Llc
"Atlas 0519, Inc.","Atlas 0519, Inc. / Atlas Ngc, Inc.",Atlas,34,Jimmy John's,1,No,AZ,AZ | CA | MN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Atlas 0519, Inc. Jimmy John's franchisee AZ",,,,,623-643-9380,10110 W McDowell Rd,company,regex,"Atlas 0519, Inc."
"Atlas East, Inc.",,Atlas,34,Jimmy John's,1,No,NE,FL | IA | NE | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Atlas East, Inc. Jimmy John's franchisee NE",,,,,813-661-1500,659 W Brandon Blvd,company,regex,"Atlas East, Inc."
Bill Mathews,,Bill,34,McDonald's,1,No,AR,AR | MO | OK,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Bill Mathews McDonald's franchisee AR,,,,,479-273-7705,201 S WALTON BLVD,person,regex,Bill Mathews
James Ryan Booth,James Booth / James Ryan Booth,James,34,McDonald's,1,No,SC,GA | SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",James Ryan Booth McDonald's franchisee SC,,,,,912-427-6896,1190 E CHERRY ST,person,regex,James Ryan Booth
Peter J Fonseca,,Peter,34,McDonald's,1,No,NY,NJ | NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Peter J Fonseca McDonald's franchisee NY,,,,,732-613-8088,730 ROUTE 18 NORTH,person,regex,Peter J Fonseca
John W Ebert,,John,34,McDonald's,1,No,WV,PA | WV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",John W Ebert McDonald's franchisee WV,,,,,724-222-1250,1294 W CHESTNUT ST,person,regex,John W Ebert
Nova Shores Restaurants Llc,,Nova,33,Burger King,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Nova Shores Restaurants Llc Burger King franchisee FL,,,,,(954) 663-1760,1150 University Dr,company,regex,Nova Shores Restaurants Llc
Ab Iii Llc,,Ab,33,Burger King,1,No,PA,NJ | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Ab Iii Llc Burger King franchisee PA,,,,,(856) 435-6459,1370 Blackwood-Clementon Road,company,regex,Ab Iii Llc
Ctx Restaurants Inc,,Ctx,33,Dairy Queen,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Ctx Restaurants Inc Dairy Queen franchisee TX,,,,,2813315498,504 E Hwy 6,company,regex,Ctx Restaurants Inc
