franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address
"A & M Operating Co., Inc.",,A,10,Popeyes,1,No,LA,AR | LA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"A & M Operating Co., Inc. Popeyes franchisee LA",,,,,(870) 304-2723,912 Unity Rd
"Hms Host Tollroads, Inc.",,Hms,10,Popeyes,1,No,NJ,DE | IN | ME | NJ | OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Hms Host Tollroads, Inc. Popeyes franchisee NJ",,,,,(302) 391-7586,530 JFK Memorial Hwy
"Sooner Restaurant Management, Llc",,Sooner,10,Popeyes,1,No,OK,OK,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Sooner Restaurant Management, Llc Popeyes franchisee OK",,,,,(580) 364-7906,1225 N Commerce St
"Richpop Bermuda Crossroads, Llc","Richpop Atlee, Llc / Richpop Beaufont, Llc / Richpop Bermuda Crossroads, Llc / Richpop Cc, Llc / Richpop East Laburnum, Llc / Richpop Kc, Llc / Richpop Oxbridge, Llc / Richpop Parham One, Llc / Richpop Vcc, Llc / Richpop White Oak, Llc",Richpop,10,Popeyes,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Richpop Bermuda Crossroads, Llc Popeyes franchisee VA",,,,,(804) 318-1430,12149 US-1
"1796 Chicken, Llc",,1796,10,Zaxby's,1,No,TN,GA | TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"1796 Chicken, Llc Zaxby's franchisee TN",,,,,(706) 861-3898,2541 Battlefield Pkwy.
Apple Delaware Llc,,Apple,9,Applebee's,1,No,DE,DE,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Apple Delaware Llc Applebee's franchisee DE,,,,,(302) 741-2292,909 N. DuPont Highway
Apple Mountain Taylorsville Llc,Apple Mountain Cedar City Llc / Apple Mountain Layton Llc / Apple Mountain Orem Llc / Apple Mountain Riverdale Llc / Apple Mountain St George Llc / Apple Mountain Taylorsville Llc / Apple Mountain Tooele Llc / Apple Mountain West Jordan Llc / Apple Mountain West Valley Llc,Apple,9,Applebee's,1,No,UT,UT,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Apple Mountain Taylorsville Llc Applebee's franchisee UT,,,,,(801) 280-6699,3736 W. 7800 South
"Cedartown Phoenix, Llc",,Cedartown,9,Bojangles,1,No,GA,AL | GA | TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Cedartown Phoenix, Llc Bojangles franchisee GA",,,,,585-615-1484,9066 Eastchasrkway
"Star Enterprises, Inc.",,Star,9,Bojangles,1,No,NC,NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Star Enterprises, Inc. Bojangles franchisee NC",,,,,704-820-8018,276 Beatty Road
"B Rest, Llc",,B,9,Burger King,1,No,KS,AL | FL | IL | KS,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"B Rest, Llc Burger King franchisee KS",,,,,(251) 571-3039,7074 State Highway 59
Carvalho/Smith,Carvalho/Smith / Smith,Carvalho/Smith,9,Burger King,1,No,AZ,AZ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Carvalho/Smith Burger King franchisee AZ,,,,,(520) 423-2329,810 East Florence Blvd
Chhaddva/Chhaddva/Chhaddva,,Chhaddva/Chhaddva/Chhaddva,9,Burger King,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Chhaddva/Chhaddva/Chhaddva Burger King franchisee CA,,,,,(510) 247-1000,2757 Castro Valley Blvd
"Consolidated Burger C, Llc",,Consolidated,9,Burger King,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Consolidated Burger C, Llc Burger King franchisee GA",,,,,(229) 796-1044,105 Whittle Cir
Dankert/Dankert/Dankert,Dankert / Dankert/Dankert/Dankert / Dankert/Tiedeman,Dankert/Dankert/Dankert,9,Burger King,1,No,IN,IN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Dankert/Dankert/Dankert Burger King franchisee IN,,,,,(317) 590-7157,4210 Killdeer Dr
All American Crown Llc,,All,9,Burger King,1,No,LA,LA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,All American Crown Llc Burger King franchisee LA,,,,,(318) 449-8824,6020 Old Boyce Rd
"Pj Foods, Llc",,Pj,9,Burger King,1,No,MD,MD,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Pj Foods, Llc Burger King franchisee MD",,,,,(443) 842-4764,6605 Reisterstown Rd
"Bullard Restaurants, Inc.",,Bullard,9,Burger King,1,No,NC,NC | SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Bullard Restaurants, Inc. Burger King franchisee NC",,,,,(919) 661-7718,3101 Integrity Drive
"Tar Heel, Inc.",,Tar,9,Burger King,1,No,SC,NC | SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Tar Heel, Inc. Burger King franchisee SC",,,,,(910) 582-1755,542 W Hamlet Ave
"Ross Restaurant Group, Llc",,Ross,9,Burger King,1,No,NJ,NJ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Ross Restaurant Group, Llc Burger King franchisee NJ",,,,,(856) 455-8147,1039 North Pearl St
"Bart-Rich Enterprises, Inc.",,Bart-Rich,9,Burger King,1,No,NY,NY | PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Bart-Rich Enterprises, Inc. Burger King franchisee NY",,,,,(585) 394-4038,U S 5 & Muar Rd
"Go-Mart, Inc",,"Go-Mart,",9,Burger King,1,No,WV,OH | WV,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Go-Mart, Inc Burger King franchisee WV",,,,,(740) 385-8286,10730 Jackson St
"Davis Restaurant Group, L.P.",,Davis,9,Burger King,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Davis Restaurant Group, L.P. Burger King franchisee PA",,,,,(570) 282-1927,Route #6
Six Flags Entertainment Corporation,,Six,9,Cinnabon,1,No,OHIO,MINNESOTA | MISSOURI | NORTH CAROLINA | OHIO | PENNSYLVANIA | TEXAS | VIRGINIA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Six Flags Entertainment Corporation Cinnabon franchisee OHIO,,,,,(952) 445-7600,One Valleyfair Drive
Jprieto Hospitality Llc,,Jprieto,9,Cinnabon,1,No,TEXAS,TEXAS,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jprieto Hospitality Llc Cinnabon franchisee TEXAS,,,,,(972) 293-1500,207 East FM Road 1382
"Dunn & Bowling, Ltd.","Dunn & Bowling Ltd / Dunn & Bowling, Ltd.",Dunn,9,Dairy Queen | KFC,2,Yes,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Dunn & Bowling, Ltd. Dairy Queen franchisee OH",,,,,4192943140,1290 N Warpole St
Noble Dq Stores Inc,,Noble,9,Dairy Queen,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Noble Dq Stores Inc Dairy Queen franchisee IL,,,,,6308922856,126 N LAKE ST
You Scream Holdings Llc,,You,9,Dairy Queen,1,No,AR,AR,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,You Scream Holdings Llc Dairy Queen franchisee AR,,,,,5017946230,2014 Highway 5 N
"Darger, Guy",,"Darger,",9,Domino's,1,No,AL,AL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Darger, Guy Domino's franchisee AL",,,,,(205) 426-1131,"3979 Parkwood Rd., Suite #101"
"Dawoud, Mohammed (David)",,David,9,Domino's,1,No,AL,AL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,David Domino's franchisee AL,,,,,(205) 847-5300,3421 South Shades Crest Road Suite 119
"Turner, D. Craig",,"Turner,",9,Domino's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Turner, D. Craig Domino's franchisee CA",,,,,(209) 798-0330,2605 Pacific Ave.
"Prellwitz, Philip",,"Prellwitz,",9,Domino's,1,No,CO,CO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Prellwitz, Philip Domino's franchisee CO",,,,,(970) 669-8512,1535 W. Eisenhower Blvd.
"Kearns, David",,"Kearns,",9,Domino's,1,No,UT,CO | ID | NV | UT,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Kearns, David Domino's franchisee UT",,,,,(970) 704-0330,1089 Hwy. 133
"Vivas, Gaston",,"Vivas,",9,Domino's,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Vivas, Gaston Domino's franchisee FL",,,,,(239) 387-3003,17247 San Carlos Blvd. Suite 201
"Nayem, Md",,"Nayem,",9,Domino's,1,No,IA,IA | IL | WI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Nayem, Md Domino's franchisee IA",,,,,(319) 483-9444,501 Bremer Ave.
"Bower, Brian Patrick",,"Bower,",9,Domino's,1,No,IA,IA | NE,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Bower, Brian Patrick Domino's franchisee IA",,,,,(515) 581-7020,710 Common Place
"Ocel, Scott A.",,"Ocel,",9,Domino's,1,No,IA,IA | IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Ocel, Scott A. Domino's franchisee IA",,,,,(563) 279-0007,619 E. Le Claire Road
"Duvall, Samuel Edward",,"Duvall,",9,Domino's,1,No,IL,IL | IN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Duvall, Samuel Edward Domino's franchisee IL",,,,,(618) 392-8000,820 E. Main Street
"Razban, Ahmad",,"Razban,",9,Domino's,1,No,KY,KY | TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Razban, Ahmad Domino's franchisee KY",,,,,(270) 527-1030,"31 Carroll Rd., Ste. B"
"Thornton, Matthew Joseph",,"Thornton,",9,Domino's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Thornton, Matthew Joseph Domino's franchisee MI",,,,,(248) 716-5551,10531 Highland Road
"Shifflett, Juan Jason",,"Shifflett,",9,Domino's,1,No,MS,MS | TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Shifflett, Juan Jason Domino's franchisee MS",,,,,(662) 273-0303,11201 Old Goodman Road Suite 500
"Jahangir, Waheed",,"Jahangir,",9,Domino's,1,No,NJ,NJ | PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Jahangir, Waheed Domino's franchisee NJ",,,,,(973) 378-7900,59 Academy St.
"Anis, Furqan",,"Anis,",9,Domino's,1,No,PA,OH | PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Anis, Furqan Domino's franchisee PA",,,,,(330) 921-4199,919 Columbiana Canfield Road
"Brown, Michael W.",,"Brown,",9,Domino's,1,No,WA,WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Brown, Michael W. Domino's franchisee WA",,,,,(253) 501-7555,"3840 Pacific Avenue East, Suite C 101"
"Jones Valley Burgers, Inc. (Kumar Patel)","Decatur Burgers, Inc. (Kumar Patel) / Huntsville Burgers, Inc. (Kumar Patel) / Jones Valley Burgers, Inc. (Kumar Patel) / Town Madison Burgers, Inc. (Kumar Patel)",Kumar,9,Five Guys,1,No,AL,AL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Kumar Patel Five Guys franchisee AL,,,,,256-355-1286,"1241 Point Mallard Pkwy., Ste. 103"
